u,v,label,score,model,group,case
A000072,A000150,1,0.9999968594862946,Node2Vec+LR(Hadamard),Embedding,case1
A000168,A000492,1,0.9451876405116617,Node2Vec+LR(Hadamard),Embedding,case1
A000002,A000398,1,0.9940450594449598,Node2Vec+LR(Hadamard),Embedding,case1
A000171,A000255,1,0.9006289492350985,Node2Vec+LR(Hadamard),Embedding,case1
A000114,A000552,1,0.7766770085191784,Node2Vec+LR(Hadamard),Embedding,case1
A000432,A000433,1,0.9766733412098129,Node2Vec+LR(Hadamard),Embedding,case1
A000434,A000443,1,0.994794773144357,Node2Vec+LR(Hadamard),Embedding,case1
A000192,A000245,1,0.9989784599801315,Node2Vec+LR(Hadamard),Embedding,case1
A000124,A000367,1,0.545122719882269,Node2Vec+LR(Hadamard),Embedding,case1
A000181,A000531,1,0.18556718855514792,Node2Vec+LR(Hadamard),Embedding,case1
A000354,A000396,1,0.96836707038705,Node2Vec+LR(Hadamard),Embedding,case1
A000381,A000391,1,0.2264320678646183,Node2Vec+LR(Hadamard),Embedding,case1
A000431,A000487,1,0.9986551007937848,Node2Vec+LR(Hadamard),Embedding,case1
A000255,A000347,1,0.3767513109691509,Node2Vec+LR(Hadamard),Embedding,case1
A000325,A000383,1,0.9828872596107124,Node2Vec+LR(Hadamard),Embedding,case1
A000373,A000552,1,0.9070081458175228,Node2Vec+LR(Hadamard),Embedding,case1
A000206,A000557,1,0.9998971532871526,Node2Vec+LR(Hadamard),Embedding,case1
A000065,A000359,1,0.9904516731212902,Node2Vec+LR(Hadamard),Embedding,case1
A000086,A000446,1,0.9999242089688347,Node2Vec+LR(Hadamard),Embedding,case1
A000128,A000451,1,0.9991932659924005,Node2Vec+LR(Hadamard),Embedding,case1
A000095,A000541,1,0.5687043213705415,Node2Vec+LR(Hadamard),Embedding,case1
A000026,A000335,1,0.9340865387975695,Node2Vec+LR(Hadamard),Embedding,case1
A000265,A000475,1,0.43682661410770224,Node2Vec+LR(Hadamard),Embedding,case1
A000382,A000407,1,0.7386867047520603,Node2Vec+LR(Hadamard),Embedding,case1
A000249,A000336,1,0.7933688582840714,Node2Vec+LR(Hadamard),Embedding,case1
A000026,A000529,1,0.9994729576281749,Node2Vec+LR(Hadamard),Embedding,case1
A000392,A000496,1,0.9759867686459672,Node2Vec+LR(Hadamard),Embedding,case1
A000137,A000550,1,0.9842575617304767,Node2Vec+LR(Hadamard),Embedding,case1
A000026,A000043,1,0.9985875552064603,Node2Vec+LR(Hadamard),Embedding,case1
A000023,A000363,1,0.9997515649867766,Node2Vec+LR(Hadamard),Embedding,case1
A000268,A000523,1,0.9977185326413227,Node2Vec+LR(Hadamard),Embedding,case1
A000199,A000450,1,0.8915960607240209,Node2Vec+LR(Hadamard),Embedding,case1
A000220,A000441,1,0.9999998439715702,Node2Vec+LR(Hadamard),Embedding,case1
A000240,A000309,1,0.9996126310452167,Node2Vec+LR(Hadamard),Embedding,case1
A000065,A000499,1,0.9992829320964908,Node2Vec+LR(Hadamard),Embedding,case1
A000025,A000420,1,0.14280727609708616,Node2Vec+LR(Hadamard),Embedding,case1
A000226,A000261,1,0.9999426390657359,Node2Vec+LR(Hadamard),Embedding,case1
A000034,A000321,1,0.9840703071968006,Node2Vec+LR(Hadamard),Embedding,case1
A000084,A000501,1,0.9828106664938863,Node2Vec+LR(Hadamard),Embedding,case1
A000029,A000556,1,0.8131251212735683,Node2Vec+LR(Hadamard),Embedding,case1
A000274,A000344,1,0.02089356678856125,Node2Vec+LR(Hadamard),Embedding,case1
A000029,A000279,1,0.9997742183558551,Node2Vec+LR(Hadamard),Embedding,case1
A000335,A000451,1,0.959279358465251,Node2Vec+LR(Hadamard),Embedding,case1
A000105,A000125,1,0.22005846917866428,Node2Vec+LR(Hadamard),Embedding,case1
A000177,A000383,1,0.26952024540425373,Node2Vec+LR(Hadamard),Embedding,case1
A000051,A000174,1,0.9999458891882904,Node2Vec+LR(Hadamard),Embedding,case1
A000259,A000425,1,0.6157920305549383,Node2Vec+LR(Hadamard),Embedding,case1
A000109,A000229,1,0.9983942361648945,Node2Vec+LR(Hadamard),Embedding,case1
A000265,A000472,1,0.6480435895020887,Node2Vec+LR(Hadamard),Embedding,case1
A000274,A000323,1,0.6460851648869531,Node2Vec+LR(Hadamard),Embedding,case1
A000017,A000097,1,0.9950721559135344,Node2Vec+LR(Hadamard),Embedding,case1
A000287,A000368,1,0.9999983983974278,Node2Vec+LR(Hadamard),Embedding,case1
A000034,A000538,1,0.9961184766823207,Node2Vec+LR(Hadamard),Embedding,case1
A000181,A000208,1,0.43845502132825226,Node2Vec+LR(Hadamard),Embedding,case1
A000321,A000391,1,0.43467575527643004,Node2Vec+LR(Hadamard),Embedding,case1
A000257,A000424,1,0.052445470753498306,Node2Vec+LR(Hadamard),Embedding,case1
A000233,A000568,1,0.9985797569854825,Node2Vec+LR(Hadamard),Embedding,case1
A000139,A000262,1,0.81341013195001,Node2Vec+LR(Hadamard),Embedding,case1
A000114,A000190,1,0.2802529379980318,Node2Vec+LR(Hadamard),Embedding,case1
A000090,A000557,1,0.9539905449002714,Node2Vec+LR(Hadamard),Embedding,case1
A000333,A000432,1,0.7199883571870499,Node2Vec+LR(Hadamard),Embedding,case1
A000373,A000412,1,0.11732122063735666,Node2Vec+LR(Hadamard),Embedding,case1
A000138,A000200,1,0.7423323317139298,Node2Vec+LR(Hadamard),Embedding,case1
A000105,A000403,1,0.8519372832126457,Node2Vec+LR(Hadamard),Embedding,case1
A000114,A000569,1,0.3438529368334112,Node2Vec+LR(Hadamard),Embedding,case1
A000174,A000279,1,0.999986575355725,Node2Vec+LR(Hadamard),Embedding,case1
A000055,A000516,1,0.07549679610343785,Node2Vec+LR(Hadamard),Embedding,case1
A000309,A000318,1,0.9999712466432928,Node2Vec+LR(Hadamard),Embedding,case1
A000129,A000468,1,0.9942894819128774,Node2Vec+LR(Hadamard),Embedding,case1
A000192,A000452,1,0.9177296667283854,Node2Vec+LR(Hadamard),Embedding,case1
A000398,A000444,1,0.9670982555079,Node2Vec+LR(Hadamard),Embedding,case1
A000031,A000426,1,0.548589284718376,Node2Vec+LR(Hadamard),Embedding,case1
A000005,A000139,1,0.8804754519979002,Node2Vec+LR(Hadamard),Embedding,case1
A000193,A000348,1,0.6531472817838448,Node2Vec+LR(Hadamard),Embedding,case1
A000289,A000381,1,0.9629050003220603,Node2Vec+LR(Hadamard),Embedding,case1
A000256,A000493,1,0.03484738168502089,Node2Vec+LR(Hadamard),Embedding,case1
A000044,A000320,1,0.9809234184867655,Node2Vec+LR(Hadamard),Embedding,case1
A000032,A000141,1,0.9265245854135393,Node2Vec+LR(Hadamard),Embedding,case1
A000246,A000543,1,0.9998089788752339,Node2Vec+LR(Hadamard),Embedding,case1
A000094,A000326,1,0.9993807109983172,Node2Vec+LR(Hadamard),Embedding,case1
A000224,A000537,1,0.9999433042876925,Node2Vec+LR(Hadamard),Embedding,case1
A000056,A000237,1,0.9701071928715034,Node2Vec+LR(Hadamard),Embedding,case1
A000150,A000327,1,0.9999894176430703,Node2Vec+LR(Hadamard),Embedding,case1
A000030,A000039,1,0.9999833256194237,Node2Vec+LR(Hadamard),Embedding,case1
A000108,A000247,1,0.9999687435284503,Node2Vec+LR(Hadamard),Embedding,case1
A000161,A000312,1,0.9787990847454583,Node2Vec+LR(Hadamard),Embedding,case1
A000124,A000355,1,0.821665805594384,Node2Vec+LR(Hadamard),Embedding,case1
A000065,A000529,1,0.9998722943785201,Node2Vec+LR(Hadamard),Embedding,case1
A000249,A000357,1,0.9453174030690755,Node2Vec+LR(Hadamard),Embedding,case1
A000359,A000459,1,0.9400185982210015,Node2Vec+LR(Hadamard),Embedding,case1
A000132,A000524,1,0.9999962962092555,Node2Vec+LR(Hadamard),Embedding,case1
A000281,A000537,1,0.001579113874151906,Node2Vec+LR(Hadamard),Embedding,case1
A000319,A000499,1,0.9996838228906445,Node2Vec+LR(Hadamard),Embedding,case1
A000239,A000329,1,0.9952985237491614,Node2Vec+LR(Hadamard),Embedding,case1
A000004,A000506,1,0.2554309660228568,Node2Vec+LR(Hadamard),Embedding,case1
A000332,A000492,1,0.5275234152432655,Node2Vec+LR(Hadamard),Embedding,case1
A000499,A000518,1,0.9994053820186072,Node2Vec+LR(Hadamard),Embedding,case1
A000255,A000275,1,0.4849781676087634,Node2Vec+LR(Hadamard),Embedding,case1
A000129,A000383,1,0.3870942827158261,Node2Vec+LR(Hadamard),Embedding,case1
A000327,A000393,1,0.9999541235988904,Node2Vec+LR(Hadamard),Embedding,case1
A000045,A000321,1,0.963296013802151,Node2Vec+LR(Hadamard),Embedding,case1
A000056,A000361,1,0.9998837141616277,Node2Vec+LR(Hadamard),Embedding,case1
A000048,A000403,1,0.8441655580172317,Node2Vec+LR(Hadamard),Embedding,case1
A000047,A000268,1,0.9947432870636732,Node2Vec+LR(Hadamard),Embedding,case1
A000387,A000398,1,0.8171212851132424,Node2Vec+LR(Hadamard),Embedding,case1
A000120,A000304,1,0.9989314003591583,Node2Vec+LR(Hadamard),Embedding,case1
A000123,A000487,1,0.9986581268692689,Node2Vec+LR(Hadamard),Embedding,case1
A000277,A000392,1,0.9875274834526718,Node2Vec+LR(Hadamard),Embedding,case1
A000093,A000383,1,0.5351340753729632,Node2Vec+LR(Hadamard),Embedding,case1
A000373,A000513,1,0.8058673592527447,Node2Vec+LR(Hadamard),Embedding,case1
A000144,A000177,1,0.8192326071245821,Node2Vec+LR(Hadamard),Embedding,case1
A000090,A000474,1,0.49685876682117686,Node2Vec+LR(Hadamard),Embedding,case1
A000348,A000479,1,0.4411644217570045,Node2Vec+LR(Hadamard),Embedding,case1
A000303,A000319,1,0.9990034601912343,Node2Vec+LR(Hadamard),Embedding,case1
A000114,A000477,1,0.4642594273547733,Node2Vec+LR(Hadamard),Embedding,case1
A000224,A000504,1,0.9999921321239434,Node2Vec+LR(Hadamard),Embedding,case1
A000110,A000203,1,0.9953622757398467,Node2Vec+LR(Hadamard),Embedding,case1
A000024,A000028,1,0.9958634909837216,Node2Vec+LR(Hadamard),Embedding,case1
A000041,A000239,1,0.9969025908075043,Node2Vec+LR(Hadamard),Embedding,case1
A000303,A000335,1,0.9599917253952656,Node2Vec+LR(Hadamard),Embedding,case1
A000121,A000449,1,0.8829216092708508,Node2Vec+LR(Hadamard),Embedding,case1
A000019,A000250,1,0.9950422247074077,Node2Vec+LR(Hadamard),Embedding,case1
A000003,A000426,1,0.8887301738240739,Node2Vec+LR(Hadamard),Embedding,case1
A000142,A000515,1,0.314924433920813,Node2Vec+LR(Hadamard),Embedding,case1
A000422,A000434,1,0.9982259223946327,Node2Vec+LR(Hadamard),Embedding,case1
A000055,A000475,1,0.33939311516878123,Node2Vec+LR(Hadamard),Embedding,case1
A000304,A000311,1,0.997821453248138,Node2Vec+LR(Hadamard),Embedding,case1
A000114,A000249,1,0.6857101011017295,Node2Vec+LR(Hadamard),Embedding,case1
A000386,A000407,1,0.9039416681765918,Node2Vec+LR(Hadamard),Embedding,case1
A000189,A000272,1,0.07985684853034877,Node2Vec+LR(Hadamard),Embedding,case1
A000253,A000525,1,0.9999990243552892,Node2Vec+LR(Hadamard),Embedding,case1
A000362,A000491,1,0.999602365368839,Node2Vec+LR(Hadamard),Embedding,case1
A000183,A000474,1,0.18213173891112838,Node2Vec+LR(Hadamard),Embedding,case1
A000256,A000272,1,0.29594196688900515,Node2Vec+LR(Hadamard),Embedding,case1
A000005,A000391,1,0.8384032458724037,Node2Vec+LR(Hadamard),Embedding,case1
A000350,A000424,1,0.98766952943235,Node2Vec+LR(Hadamard),Embedding,case1
A000063,A000373,1,0.19295583741605407,Node2Vec+LR(Hadamard),Embedding,case1
A000249,A000475,1,0.4206822363504383,Node2Vec+LR(Hadamard),Embedding,case1
A000014,A000559,1,0.9983816578185254,Node2Vec+LR(Hadamard),Embedding,case1
A000161,A000220,1,0.9999973340737407,Node2Vec+LR(Hadamard),Embedding,case1
A000268,A000305,1,0.9975150094952426,Node2Vec+LR(Hadamard),Embedding,case1
A000254,A000434,1,0.8725398607230183,Node2Vec+LR(Hadamard),Embedding,case1
A000063,A000197,1,0.9767817685869911,Node2Vec+LR(Hadamard),Embedding,case1
A000185,A000234,1,0.9998982301115329,Node2Vec+LR(Hadamard),Embedding,case1
A000055,A000151,1,0.6766940533780351,Node2Vec+LR(Hadamard),Embedding,case1
A000018,A000301,1,0.9999656979089727,Node2Vec+LR(Hadamard),Embedding,case1
A000136,A000321,1,0.9570497090475347,Node2Vec+LR(Hadamard),Embedding,case1
A000159,A000248,1,0.9952419878101473,Node2Vec+LR(Hadamard),Embedding,case1
A000449,A000510,1,0.5036581108418338,Node2Vec+LR(Hadamard),Embedding,case1
A000017,A000124,1,0.4259477110525644,Node2Vec+LR(Hadamard),Embedding,case1
A000158,A000177,1,0.36436072056576985,Node2Vec+LR(Hadamard),Embedding,case1
A000093,A000348,1,0.2880928869910974,Node2Vec+LR(Hadamard),Embedding,case1
A000344,A000364,1,0.9996277085103772,Node2Vec+LR(Hadamard),Embedding,case1
A000109,A000508,1,0.9989227376273101,Node2Vec+LR(Hadamard),Embedding,case1
A000331,A000556,1,0.9838618738838288,Node2Vec+LR(Hadamard),Embedding,case1
A000045,A000209,1,0.9954719321944173,Node2Vec+LR(Hadamard),Embedding,case1
A000156,A000166,1,0.4638698018873195,Node2Vec+LR(Hadamard),Embedding,case1
A000428,A000506,1,0.8581765145818139,Node2Vec+LR(Hadamard),Embedding,case1
A000255,A000507,1,0.3511367648253487,Node2Vec+LR(Hadamard),Embedding,case1
A000288,A000467,1,0.9915125062948262,Node2Vec+LR(Hadamard),Embedding,case1
A000396,A000475,1,0.5461794334577861,Node2Vec+LR(Hadamard),Embedding,case1
A000065,A000335,1,0.7609759296331385,Node2Vec+LR(Hadamard),Embedding,case1
A000105,A000250,1,0.9499167473187348,Node2Vec+LR(Hadamard),Embedding,case1
A000070,A000270,1,0.9999643523529594,Node2Vec+LR(Hadamard),Embedding,case1
A000457,A000511,1,0.9999016606625368,Node2Vec+LR(Hadamard),Embedding,case1
A000482,A000524,1,0.9999798115465975,Node2Vec+LR(Hadamard),Embedding,case1
A000080,A000335,1,0.1835879664326216,Node2Vec+LR(Hadamard),Embedding,case1
A000179,A000374,1,0.8621551508532244,Node2Vec+LR(Hadamard),Embedding,case1
A000010,A000538,1,0.8245075437343742,Node2Vec+LR(Hadamard),Embedding,case1
A000080,A000505,1,0.8232530946707501,Node2Vec+LR(Hadamard),Embedding,case1
A000142,A000416,1,0.8431214034053476,Node2Vec+LR(Hadamard),Embedding,case1
A000430,A000508,1,0.9930356502788364,Node2Vec+LR(Hadamard),Embedding,case1
A000179,A000350,1,0.9348976958977665,Node2Vec+LR(Hadamard),Embedding,case1
A000465,A000565,1,0.9977953940808386,Node2Vec+LR(Hadamard),Embedding,case1
A000381,A000550,1,0.5886421254257433,Node2Vec+LR(Hadamard),Embedding,case1
A000109,A000425,1,0.6800346892857632,Node2Vec+LR(Hadamard),Embedding,case1
A000067,A000087,1,0.9854582569300903,Node2Vec+LR(Hadamard),Embedding,case1
A000435,A000480,1,0.9971473926394898,Node2Vec+LR(Hadamard),Embedding,case1
A000047,A000287,1,0.9999410117344075,Node2Vec+LR(Hadamard),Embedding,case1
A000169,A000537,1,0.01911418637291914,Node2Vec+LR(Hadamard),Embedding,case1
A000016,A000420,1,0.6278809696500882,Node2Vec+LR(Hadamard),Embedding,case1
A000197,A000401,1,0.7673862831282392,Node2Vec+LR(Hadamard),Embedding,case1
A000098,A000553,1,0.9675161193387545,Node2Vec+LR(Hadamard),Embedding,case1
A000089,A000376,1,0.8229493015622199,Node2Vec+LR(Hadamard),Embedding,case1
A000496,A000550,1,0.9508767737705189,Node2Vec+LR(Hadamard),Embedding,case1
A000194,A000281,1,0.9895462291105795,Node2Vec+LR(Hadamard),Embedding,case1
A000151,A000391,1,0.018160657255031017,Node2Vec+LR(Hadamard),Embedding,case1
A000134,A000373,1,0.3499495848035475,Node2Vec+LR(Hadamard),Embedding,case1
A000506,A000546,1,0.3041580643214029,Node2Vec+LR(Hadamard),Embedding,case1
A000448,A000568,1,0.999868446467326,Node2Vec+LR(Hadamard),Embedding,case1
A000100,A000177,1,0.9322718661912174,Node2Vec+LR(Hadamard),Embedding,case1
A000099,A000159,1,0.5803043393921588,Node2Vec+LR(Hadamard),Embedding,case1
A000010,A000445,1,0.8014001006841397,Node2Vec+LR(Hadamard),Embedding,case1
A000322,A000398,1,0.9194486011193298,Node2Vec+LR(Hadamard),Embedding,case1
A000087,A000381,1,0.0049083814027983995,Node2Vec+LR(Hadamard),Embedding,case1
A000175,A000512,1,0.9986486327313343,Node2Vec+LR(Hadamard),Embedding,case1
A000141,A000507,1,0.31952378017183203,Node2Vec+LR(Hadamard),Embedding,case1
A000122,A000349,1,0.9952712970172347,Node2Vec+LR(Hadamard),Embedding,case1
A000424,A000519,1,0.7690888659148326,Node2Vec+LR(Hadamard),Embedding,case1
A000122,A000493,1,0.9225017961613773,Node2Vec+LR(Hadamard),Embedding,case1
A000152,A000568,1,0.9997337276721833,Node2Vec+LR(Hadamard),Embedding,case1
A000306,A000493,1,0.9350706329878213,Node2Vec+LR(Hadamard),Embedding,case1
A000226,A000372,1,0.9999875315720042,Node2Vec+LR(Hadamard),Embedding,case1
A000176,A000442,1,0.28875636568987617,Node2Vec+LR(Hadamard),Embedding,case1
A000340,A000509,1,0.9999722211382008,Node2Vec+LR(Hadamard),Embedding,case1
A000142,A000334,1,0.8173544360042505,Node2Vec+LR(Hadamard),Embedding,case1
A000011,A000340,1,0.9951399523892401,Node2Vec+LR(Hadamard),Embedding,case1
A000114,A000198,1,0.45600750208487917,Node2Vec+LR(Hadamard),Embedding,case1
A000266,A000564,1,0.999874625411455,Node2Vec+LR(Hadamard),Embedding,case1
A000016,A000381,1,0.013780803364623484,Node2Vec+LR(Hadamard),Embedding,case1
A000047,A000368,1,0.9999174344375353,Node2Vec+LR(Hadamard),Embedding,case1
A000274,A000378,1,0.3410516387759271,Node2Vec+LR(Hadamard),Embedding,case1
A000186,A000404,1,0.9498388693142961,Node2Vec+LR(Hadamard),Embedding,case1
A000146,A000484,1,0.999963541736231,Node2Vec+LR(Hadamard),Embedding,case1
A000380,A000506,1,0.05495594766059007,Node2Vec+LR(Hadamard),Embedding,case1
A000434,A000518,1,0.9993478904266531,Node2Vec+LR(Hadamard),Embedding,case1
A000186,A000537,1,0.05875092759838662,Node2Vec+LR(Hadamard),Embedding,case1
A000278,A000348,1,0.8139164177437763,Node2Vec+LR(Hadamard),Embedding,case1
A000227,A000381,1,0.24111616632904284,Node2Vec+LR(Hadamard),Embedding,case1
A000048,A000424,1,0.8529214178461119,Node2Vec+LR(Hadamard),Embedding,case1
A000170,A000281,1,0.5842922645738555,Node2Vec+LR(Hadamard),Embedding,case1
A000262,A000512,1,0.7730261423235413,Node2Vec+LR(Hadamard),Embedding,case1
A000086,A000458,1,0.9996869914834359,Node2Vec+LR(Hadamard),Embedding,case1
A000110,A000516,1,0.6199479710220559,Node2Vec+LR(Hadamard),Embedding,case1
A000019,A000350,1,0.9773153208990555,Node2Vec+LR(Hadamard),Embedding,case1
A000366,A000478,1,0.9974562943589323,Node2Vec+LR(Hadamard),Embedding,case1
A000186,A000508,1,0.9827866768284759,Node2Vec+LR(Hadamard),Embedding,case1
A000001,A000477,1,0.8882714867249571,Node2Vec+LR(Hadamard),Embedding,case1
A000231,A000493,1,0.883043855813759,Node2Vec+LR(Hadamard),Embedding,case1
A000474,A000560,1,0.5163517405189452,Node2Vec+LR(Hadamard),Embedding,case1
A000247,A000513,1,0.9990623917960396,Node2Vec+LR(Hadamard),Embedding,case1
A000348,A000444,1,0.4619749903531956,Node2Vec+LR(Hadamard),Embedding,case1
A000374,A000424,1,0.9896503655126075,Node2Vec+LR(Hadamard),Embedding,case1
A000386,A000547,1,0.9975219404358782,Node2Vec+LR(Hadamard),Embedding,case1
A000383,A000393,1,0.9395155302878633,Node2Vec+LR(Hadamard),Embedding,case1
A000333,A000475,1,0.7691559592520969,Node2Vec+LR(Hadamard),Embedding,case1
A000088,A000374,1,0.993807872198656,Node2Vec+LR(Hadamard),Embedding,case1
A000159,A000188,1,0.991938728991275,Node2Vec+LR(Hadamard),Embedding,case1
A000186,A000274,1,0.44840307087950804,Node2Vec+LR(Hadamard),Embedding,case1
A000030,A000255,1,0.8318961943039185,Node2Vec+LR(Hadamard),Embedding,case1
A000330,A000341,1,0.9872161860009161,Node2Vec+LR(Hadamard),Embedding,case1
A000142,A000271,1,0.6935506837799105,Node2Vec+LR(Hadamard),Embedding,case1
A000290,A000372,1,0.9999939402726151,Node2Vec+LR(Hadamard),Embedding,case1
A000138,A000141,1,0.4369323688295453,Node2Vec+LR(Hadamard),Embedding,case1
A000054,A000230,1,0.12282703114394754,Node2Vec+LR(Hadamard),Embedding,case1
A000374,A000554,1,0.9317618693035272,Node2Vec+LR(Hadamard),Embedding,case1
A000129,A000507,1,0.27642095262547756,Node2Vec+LR(Hadamard),Embedding,case1
A000225,A000383,1,0.0732367857640985,Node2Vec+LR(Hadamard),Embedding,case1
A000136,A000445,1,0.988222425561727,Node2Vec+LR(Hadamard),Embedding,case1
A000178,A000265,1,0.5322928939060821,Node2Vec+LR(Hadamard),Embedding,case1
A000141,A000398,1,0.13969609827987578,Node2Vec+LR(Hadamard),Embedding,case1
A000177,A000320,1,0.5481693522582514,Node2Vec+LR(Hadamard),Embedding,case1
A000354,A000423,1,0.9960342634710898,Node2Vec+LR(Hadamard),Embedding,case1
A000128,A000362,1,0.9986879788790114,Node2Vec+LR(Hadamard),Embedding,case1
A000255,A000274,1,0.017635684580596795,Node2Vec+LR(Hadamard),Embedding,case1
A000055,A000142,1,0.7797535314988193,Node2Vec+LR(Hadamard),Embedding,case1
A000087,A000260,1,0.675647964296383,Node2Vec+LR(Hadamard),Embedding,case1
A000181,A000349,1,0.9830269872726363,Node2Vec+LR(Hadamard),Embedding,case1
A000330,A000515,1,0.8134439494117097,Node2Vec+LR(Hadamard),Embedding,case1
A000337,A000352,1,0.9999999308899922,Node2Vec+LR(Hadamard),Embedding,case1
A000392,A000538,1,0.9947866932805419,Node2Vec+LR(Hadamard),Embedding,case1
A000080,A000086,1,0.9461185162599189,Node2Vec+LR(Hadamard),Embedding,case1
A000284,A000449,1,0.9651564819354597,Node2Vec+LR(Hadamard),Embedding,case1
A000259,A000401,1,0.9664612599454095,Node2Vec+LR(Hadamard),Embedding,case1
A000131,A000134,1,0.9986773757149647,Node2Vec+LR(Hadamard),Embedding,case1
A000177,A000476,1,0.7857994576261705,Node2Vec+LR(Hadamard),Embedding,case1
A000250,A000350,1,0.9938213881216136,Node2Vec+LR(Hadamard),Embedding,case1
A000001,A000107,1,0.9998585470738951,Node2Vec+LR(Hadamard),Embedding,case1
A000134,A000165,1,0.9955260776929424,Node2Vec+LR(Hadamard),Embedding,case1
A000125,A000179,1,0.1900241520766896,Node2Vec+LR(Hadamard),Embedding,case1
A000434,A000491,1,0.9995614698240379,Node2Vec+LR(Hadamard),Embedding,case1
A000265,A000566,1,0.7892028196740165,Node2Vec+LR(Hadamard),Embedding,case1
A000320,A000325,1,0.9767836640343389,Node2Vec+LR(Hadamard),Embedding,case1
A000141,A000155,1,0.981283259988784,Node2Vec+LR(Hadamard),Embedding,case1
A000196,A000440,1,0.9940394753755569,Node2Vec+LR(Hadamard),Embedding,case1
